Project Code as Word,PQ # as Word,Country as Word,Managed By as Word,Fulfill Via as Word,Vendor INCO Term as Word,Shipment Mode as Word,PQ First Sent to Client Date as Word,PQ First Sent to Client Date Value,PO Sent to Vendor Date as Word,PO Sent to Vendor Date Value,Scheduled Delivery Date Value,Delivered to Client Date Value,Delivery Recorded Date Value,Product Group as Word,Sub Classification as Word,Vendor as Word,Item Description as Word,Molecule/Test Type as Word,Brand as Word,Dosage as Word,Dosage Form as Word,Unit of Measure (Per Pack) Value,Line Item Quantity Value,Line Item Value Value,Pack Price Value,Unit Price Value,Manufacturing Site as Word,First Line Designation as Word,Weight (Kilograms) as Word,Weight (Kilograms) Value,Freight Cost (USD) as Word,Freight Cost (USD) Value,Line Item Insurance (USD) Value,PO / SO # Type as Word,PO / SO # ID Value,ASN/DN # Type as Word,ASN/DN # ID Value,IsDefective
71,1018,5,1,2,7,1,-1,1281916800,2,-1,1285804800,1284076800,1284076800,2,3,45,27,7,2,10,3,30,44669,198777.05,4.45,0.15,20,2,-1,4729.0,-1,18390.42,428.56,3,37300,2,2008,0
62,816,1,1,2,7,1,-1,1273190400,2,-1,1285804800,1285372800,1285372800,2,3,45,27,7,2,10,3,30,26076,116038.2,4.45,0.15,20,2,-1,6587.0,-1,8953.2,250.18,3,36880,2,2011,0
55,1211,14,1,2,7,2,-1,1266192000,2,-1,1287100800,1288310400,1288310400,2,3,45,54,34,2,26,6,60,71449,801657.78,11.22,0.19,2,2,-1,15664.0,-1,11884.42,1728.37,3,36020,2,2014,0
53,807,7,1,2,7,1,-1,1271635200,2,-1,1285804800,1286409600,1286409600,2,2,45,49,7,2,23,4,30,70,156.8,2.24,0.07,2,2,-1,8085.0,-1,78061.3,0.34,3,36741,2,2015,0
79,819,11,1,2,7,1,-1,1283126400,2,-1,1290470400,1284854400,1284854400,2,2,45,65,6,2,18,4,100,457,2211.88,4.84,0.05,2,2,-1,411.0,-1,3380.86,4.77,3,37400,2,2017,0
79,819,11,1,2,7,1,-1,1283126400,2,-1,1290470400,1284854400,1284854400,2,2,45,6,6,2,1,5,240,567,1145.34,2.02,0.01,2,2,-1,411.0,-1,3380.86,2.47,3,37400,2,2017,0
52,809,4,1,2,7,2,-1,1274313600,2,-1,1288828800,1286841600,1286841600,2,3,45,27,7,2,10,3,30,8200,36490.0,4.45,0.15,2,2,-1,16961.0,-1,16981.15,78.67,3,36841,2,2018,0
45,814,3,1,2,7,1,-1,1274918400,2,-1,1287705600,1289347200,1289347200,2,3,45,27,7,2,10,3,30,48860,212052.4,4.34,0.14,2,2,-1,16417.0,-1,20264.93,457.18,3,37500,2,2025,0
45,814,3,1,2,7,1,-1,1274918400,2,-1,1287705600,1289347200,1289347200,2,3,45,4,4,2,2,3,60,4100,9553.0,2.33,0.04,32,2,-1,16417.0,-1,20264.93,20.6,3,37500,2,2025,0
52,809,4,1,2,7,2,-1,1274313600,2,-1,1288828800,1287705600,1287705600,2,3,45,105,38,2,36,6,60,40900,134152.0,3.28,0.05,10,1,-1,3127.0,-1,8109.92,289.23,3,36840,2,2030,1
133,1103,17,1,2,7,1,-1,1284595200,2,-1,1287532800,1288051200,1288051200,2,3,45,105,38,2,36,6,60,204,669.12,3.28,0.05,10,2,-1,144.0,-1,1413.56,1.44,3,37480,2,2031,0
45,814,3,1,2,7,1,-1,1274918400,2,-1,1287705600,1289347200,1289347200,2,3,45,30,18,2,8,3,30,2500,18250.0,7.3,0.24,20,2,-1,16417.0,-1,20264.93,39.35,3,37500,2,2025,0
62,815,1,1,2,7,2,-1,1277251200,2,-1,1291075200,1290729600,1290729600,2,3,45,30,18,2,8,3,30,2480,18104.0,7.3,0.24,20,2,-1,7889.0,-1,6406.53,39.03,3,37150,2,2035,0
62,815,1,1,2,7,2,-1,1277251200,2,-1,1291075200,1290729600,1290729600,2,2,45,93,12,2,4,9,60,1192,18476.0,15.5,0.26,2,2,-1,7889.0,-1,6406.53,39.83,3,37150,2,2035,1
45,811,3,1,2,7,3,-1,1265760000,2,-1,1289865600,1289347200,1289347200,2,3,45,8,2,2,4,3,60,34650,89397.0,2.58,0.04,2,1,-1,3934.0,-1,20264.93,192.74,3,36463,2,2045,0
45,814,3,1,2,7,3,-1,1274918400,2,-1,1290038400,1289260800,1289260800,2,3,45,8,2,2,4,3,60,11022,28436.76,2.58,0.04,2,2,-1,6291.0,-1,20265.0,61.31,3,37920,2,2047,0
55,818,14,1,2,7,2,-1,1266451200,2,-1,1292284800,1294358400,1294358400,2,3,45,54,34,2,26,6,60,120099,1347510.78,11.22,0.19,2,1,-1,16015.0,-1,12239.88,2905.23,3,37520,2,2052,0
52,809,4,1,2,7,2,-1,1274313600,2,-1,1290729600,1291334400,1291334400,2,3,45,27,7,2,10,3,30,170000,768400.0,4.52,0.15,20,2,-1,20752.0,-1,17520.43,1656.67,3,36851,2,2053,0
52,809,4,1,2,7,2,-1,1274313600,2,-1,1290729600,1291334400,1291334400,2,3,45,106,33,2,39,6,30,59446,698490.5,11.75,0.39,20,2,-1,20752.0,-1,17520.43,1505.95,3,36851,2,2053,1
133,1103,17,1,2,7,1,-1,1284595200,2,-1,1291248000,1290988800,1290988800,2,3,45,8,2,2,4,3,60,10685,28422.1,2.66,0.04,32,2,-1,909.0,-1,5166.39,61.28,3,37470,2,2056,0
62,815,1,1,2,7,2,-1,1277251200,2,-1,1291075200,1292976000,1292976000,2,3,45,8,2,2,4,3,60,100425,267130.5,2.66,0.04,34,1,-1,6880.0,-1,7826.75,575.93,3,37650,2,2061,0
111,821,31,1,2,7,1,-1,1287964800,2,-1,1296432000,1291766400,1291766400,2,3,45,12,11,2,6,6,60,16000,136800.0,8.55,0.14,2,2,-1,1787.0,-1,18046.12,225.72,3,38020,2,2065,0
111,821,31,1,2,7,1,-1,1287964800,2,-1,1296432000,1291766400,1291766400,2,3,45,4,4,2,2,3,60,439,1022.87,2.33,0.04,34,2,-1,1787.0,-1,18046.12,1.69,3,38020,2,2065,0
67,1104,17,1,2,7,2,-1,1285718400,2,-1,1292371200,1291161600,1291161600,2,3,45,12,11,2,6,6,60,3570,30523.5,8.55,0.14,32,1,-1,294.0,-1,2894.0,65.81,3,37670,2,2068,0
62,828,1,1,2,7,1,-1,1280793600,2,-1,1292371200,1292371200,1292371200,2,3,45,22,6,2,8,3,60,6438,46417.98,7.21,0.12,2,2,-1,364.0,-1,2700.18,100.08,3,38130,2,2076,0
52,1022,4,1,2,7,2,-1,1282262400,2,-1,1296432000,1295827200,1295827200,2,3,45,8,2,2,4,3,60,100000,266000.0,2.66,0.04,32,1,-1,6206.0,-1,13411.32,573.5,3,37331,2,2087,0
90,1105,36,1,2,7,1,-1,1293580800,2,-1,1296432000,1295827200,1295827200,2,3,45,8,2,2,4,3,60,879,2267.82,2.58,0.04,2,2,-1,1435.0,-1,16252.95,3.74,3,38260,2,2089,0
45,826,3,1,2,7,3,-1,1282694400,2,-1,1298332800,1297814400,1297814400,2,3,45,27,7,2,10,3,30,51140,221947.6,4.34,0.14,2,2,-1,70109.0,-1,43548.0,478.52,3,38320,2,2090,0
45,826,3,1,2,7,3,-1,1282694400,2,-1,1298332800,1297814400,1297814400,2,3,45,44,31,2,21,6,60,1000,5560.0,5.56,0.09,34,2,-1,70109.0,-1,43548.0,11.99,3,38320,2,2090,0
45,826,3,1,2,7,3,-1,1282694400,2,-1,1297900800,1297814400,1297814400,2,3,45,27,7,2,10,3,30,20418,88614.12,4.34,0.14,20,2,-1,2252.0,-1,43548.0,191.05,3,38390,2,2101,0
45,1024,3,1,2,7,3,-1,1291680000,2,-1,1298246400,1297814400,1297814400,2,3,45,54,34,2,26,6,60,77333,867676.26,11.22,0.19,2,1,-1,11276.0,-1,43548.0,1431.67,3,38340,2,2093,1
67,824,17,1,2,7,1,-1,1288483200,2,-1,1297123200,1293062400,1293062400,2,3,45,27,7,2,10,3,30,2550,11526.0,4.52,0.15,58,2,-1,386.0,-1,2294.85,19.02,3,37990,2,2077,0
52,1106,4,1,2,7,1,-1,1282262400,2,-1,1298851200,1300233600,1300233600,2,3,45,58,24,2,8,3,60,16200,251100.0,15.5,0.26,20,1,-1,1583.0,-1,8098.12,541.37,3,38590,2,2115,0
62,815,1,1,2,7,1,-1,1277251200,2,-1,1297814400,1298332800,1298332800,2,2,45,127,2,2,1,2,240,2084,4063.8,1.95,0.01,2,1,-1,794.0,-1,8758.36,8.76,3,38090,2,2105,1
62,1027,1,1,2,7,1,-1,1286150400,2,-1,1301529600,1300147200,1300147200,2,2,45,127,2,2,1,2,240,2006,3911.7,1.95,0.01,2,2,-1,6542.0,-1,18611.93,8.43,3,37720,2,2122,1
62,1027,1,1,2,7,1,-1,1286150400,2,-1,1301529600,1300147200,1300147200,2,3,45,8,2,2,4,3,60,50000,125500.0,2.51,0.04,2,2,-1,6542.0,-1,18611.93,270.58,3,37720,2,2122,0
62,832,1,1,2,7,1,-1,1292889600,2,-1,1301529600,1301356800,1301356800,2,3,45,73,5,2,24,4,60,1059,1588.5,1.5,0.02,2,2,-1,1135.0,-1,17941.47,2.62,3,38530,2,2140,1
52,1029,4,1,2,7,2,-1,1289174400,2,-1,1302825600,1301961600,1301961600,2,3,45,58,24,2,8,3,60,20000,317800.0,15.89,0.26,20,2,-1,2556.0,-1,4471.07,524.37,3,38050,2,2143,0
67,824,17,1,2,7,1,-1,1288483200,2,-1,1301961600,1301616000,1301616000,2,3,45,8,2,2,4,3,60,972,2507.76,2.58,0.04,34,1,-1,58.0,-1,5596.5,4.14,3,37970,2,2145,0
62,832,1,1,2,7,1,-1,1292889600,2,-1,1303257600,1307664000,1307664000,2,3,45,106,33,2,39,6,30,14440,157684.8,10.92,0.36,20,2,-1,12232.0,-1,60010.73,260.18,3,38540,2,2153,1
71,1109,5,1,2,7,1,-1,1299456000,2,-1,1302134400,1301529600,1301529600,2,3,45,27,7,2,10,3,30,27769,117185.18,4.22,0.14,32,2,-1,2996.0,-1,9639.1,193.36,3,39010,2,2151,0
45,1024,3,1,2,7,3,-1,1291680000,2,-1,1308614400,1305072000,1305072000,2,3,45,133,28,2,17,6,30,30000,597600.0,19.92,0.66,20,1,-1,3272.0,-1,12601.07,986.04,3,39180,2,2168,0
45,1024,3,1,2,7,3,-1,1291680000,2,-1,1308614400,1304985600,1304985600,2,3,45,4,4,2,2,3,60,21200,49396.0,2.33,0.04,2,1,-1,1012.0,-1,12601.07,81.5,3,39190,2,2169,0
95,835,8,1,2,7,2,-1,1286928000,2,-1,1303257600,1305849600,1305849600,2,2,45,132,11,2,45,6,60,1884,6123.0,3.25,0.05,2,2,-1,5357.0,-1,3403.99,13.2,3,39290,2,2180,1
55,840,14,1,2,7,2,-1,1295827200,2,-1,1306800000,1306281600,1306281600,2,3,45,27,7,2,10,3,30,23450,101304.0,4.32,0.14,2,1,-1,2068.0,-1,3936.86,167.15,3,39300,2,2185,0
52,1111,4,1,2,7,2,-1,1287100800,2,-1,1302480000,1305849600,1305849600,2,3,45,8,2,2,4,3,60,10927,27426.77,2.51,0.04,32,2,-1,1168.0,-1,3402.23,59.13,3,38970,2,2154,0
67,833,17,1,2,7,2,-1,1297641600,2,-1,1305072000,1306195200,1306195200,2,3,45,8,2,2,4,3,60,10500,26355.0,2.51,0.04,34,2,-1,14983.0,-1,78442.21,43.49,3,38810,2,2191,0
67,833,17,1,2,7,2,-1,1297641600,2,-1,1305072000,1306195200,1306195200,2,3,45,12,11,2,6,6,60,14893,123016.18,8.26,0.14,2,2,-1,5075.0,-1,23711.16,202.98,3,39330,2,2192,0
95,835,8,1,2,7,2,-1,1286928000,2,-1,1306800000,1307923200,1307923200,2,2,45,141,34,2,47,16,60,20000,85000.0,4.25,0.07,20,2,-1,1671.0,-1,5346.74,183.26,3,37880,2,2203,0
45,834,3,1,2,7,3,-1,1298246400,2,-1,1308096000,1309910400,1309910400,2,3,45,54,34,2,26,6,60,87357,980145.54,11.22,0.19,20,2,-1,19464.0,-1,13398.06,1617.24,3,39610,2,2225,1
52,1229,4,1,2,7,1,-1,1298937600,2,-1,1305072000,1307923200,1307923200,2,2,45,2,2,2,1,2,240,10000,18000.0,1.8,0.01,2,1,-1,3637.0,-1,9499.46,29.7,3,39020,2,2226,0
45,1024,3,1,2,7,3,-1,1291680000,2,-1,1308614400,1309824000,1309824000,2,3,45,8,2,2,4,3,60,17376,43613.76,2.51,0.04,34,1,-1,1237.0,-1,13398.06,71.96,3,39690,2,2228,0
45,834,3,1,2,7,3,-1,1298246400,2,-1,1308096000,1309910400,1309910400,2,3,45,8,2,2,4,3,60,64995,163137.45,2.51,0.04,34,1,-1,4618.0,-1,13398.06,269.18,3,39700,2,2229,0
79,836,11,1,2,7,1,-1,1304467200,2,-1,1319673600,1308096000,1308096000,2,3,45,22,6,2,8,3,60,917,6437.34,7.02,0.12,2,2,-1,332.0,-1,4398.32,10.62,3,39720,2,2231,0
73,1026,20,1,2,7,1,-1,1305417600,2,-1,1307923200,1307577600,1307577600,2,3,45,8,2,2,4,3,60,14081,35343.31,2.51,0.04,34,2,-1,7682.0,-1,28541.79,58.32,3,39790,2,2237,0
52,1111,4,1,2,7,2,-1,1287100800,2,-1,1304121600,1308528000,1308528000,2,3,45,8,2,2,4,3,60,31043,77917.93,2.51,0.04,32,1,-1,1785.0,-1,7962.25,167.99,3,37800,2,2238,0
62,832,1,1,2,7,1,-1,1292889600,2,-1,1309392000,1309046400,1309046400,2,2,45,118,6,2,1,5,240,4965,10426.5,2.1,0.01,2,1,-1,1784.0,-1,2503.33,17.2,3,39870,2,2247,0
53,845,7,1,2,7,1,-1,1292284800,2,-1,1311033600,1309219200,1309219200,2,2,45,66,7,2,4,4,90,630,6104.7,9.69,0.11,2,2,-1,1055.0,-1,11490.2,10.07,3,39910,2,2263,0
55,840,14,1,2,7,2,-1,1295827200,2,-1,1314748800,1314835200,1314835200,2,2,45,118,6,2,1,5,240,6250,12625.0,2.02,0.01,2,1,-1,2409.0,-1,3525.03,20.83,3,39830,2,2264,1
45,834,3,1,2,7,3,-1,1298246400,2,-1,1311292800,1309910400,1309910400,2,3,45,108,57,2,41,6,30,29349,258858.18,8.82,0.29,20,1,-1,2808.0,-1,13398.06,427.12,3,40170,2,2286,1
67,833,17,1,2,7,2,-1,1297641600,2,-1,1312502400,1312502400,1312502400,2,3,45,8,2,2,4,3,60,11549,28987.99,2.51,0.04,34,2,-1,698.0,-1,3865.63,47.83,3,38801,2,2297,0
55,840,14,1,2,7,2,-1,1295827200,2,-1,1314748800,1316044800,1316044800,2,3,45,12,11,2,6,6,60,26308,224933.4,8.55,0.14,63,2,-1,4988.0,-1,7960.74,371.14,3,38633,2,2302,0
62,839,1,1,2,7,1,-1,1304380800,2,-1,1317081600,1315785600,1315785600,2,3,45,106,33,2,39,6,30,17251,181825.54,10.54,0.35,2,2,-1,26409.0,-1,60432.88,300.01,3,40121,2,2304,0
45,834,3,1,2,7,1,-1,1298246400,2,-1,1314748800,1312329600,1312329600,2,3,45,44,31,2,21,6,60,2000,11120.0,5.56,0.09,10,1,-1,209.0,-1,2136.53,18.35,3,39161,2,2305,1
67,841,17,1,2,7,2,-1,1310515200,2,-1,1316649600,1314316800,1314316800,2,3,45,22,6,2,8,3,60,1684,11821.68,7.02,0.12,32,2,-1,195.0,-1,2070.68,19.51,3,40220,2,2313,0
62,839,1,1,2,7,1,-1,1304380800,2,-1,1317081600,1315612800,1315612800,2,3,45,4,4,2,2,3,60,17820,41520.6,2.33,0.04,32,1,-1,955.0,-1,12606.03,68.51,3,40130,2,2319,0
138,1113,24,1,2,7,1,-1,1307923200,2,-1,1321228800,1321228800,1321228800,2,3,45,8,2,2,4,3,60,45084,113160.84,2.51,0.04,32,2,-1,5199.0,-1,585.0,186.72,3,40000,2,2320,0
52,855,4,1,2,7,2,-1,1296691200,2,-1,1317254400,1314576000,1314576000,2,3,45,8,2,2,4,3,60,25000,62750.0,2.51,0.04,20,2,-1,21879.0,-1,8647.16,103.54,3,38741,2,2322,0
69,1031,8,1,2,7,2,-1,1295395200,2,-1,1317340800,1316390400,1316390400,2,3,45,27,7,2,10,3,30,6392,26974.24,4.22,0.14,32,2,-1,1406.0,-1,5479.15,44.51,3,38511,2,2324,0
67,833,17,1,2,7,2,-1,1297641600,2,-1,1312502400,1314144000,1314144000,2,3,45,108,57,2,41,6,30,30000,246900.0,8.23,0.27,20,2,-1,20230.0,-1,79938.08,407.38,3,38800,2,2329,1
55,840,14,1,2,7,2,-1,1295827200,2,-1,1322611200,1322611200,1322611200,2,2,45,118,6,2,1,5,240,1822,3680.44,2.02,0.01,2,1,-1,707.0,-1,826.26,6.07,3,38691,2,2330,1
67,1112,17,1,2,7,2,-1,1299196800,2,-1,1316476800,1315267200,1315267200,2,3,45,133,28,2,17,6,30,3360,66931.2,19.92,0.66,20,1,-1,617.0,-1,2886.92,110.44,3,39070,2,2333,0
62,839,1,1,2,7,1,-1,1304380800,2,-1,1318377600,1318377600,1318377600,2,3,45,12,11,2,6,6,60,75420,622969.2,8.26,0.14,20,2,-1,7916.0,-1,21397.38,1027.9,3,40122,2,2339,0
69,1031,8,1,2,7,2,-1,1295395200,2,-1,1317340800,1317945600,1317945600,2,3,45,108,57,2,41,6,30,10114,83238.22,8.23,0.27,20,2,-1,5154.0,-1,12956.94,137.34,3,38512,2,2343,0
67,833,17,1,2,7,2,-1,1297641600,2,-1,1317340800,1316995200,1316995200,2,3,45,27,7,2,10,3,30,2688,11343.36,4.22,0.14,34,2,-1,607.0,-1,4911.39,18.72,3,38803,2,2344,0
79,1181,11,1,2,7,1,-1,1313712000,2,-1,1323907200,1317168000,1317168000,2,2,45,49,7,2,23,4,30,61,136.64,2.24,0.07,2,2,-1,294.0,-1,4338.44,0.23,3,40450,2,2361,0
79,1181,11,1,2,7,1,-1,1313712000,2,-1,1323907200,1317168000,1317168000,2,2,45,65,6,2,18,4,100,423,2013.48,4.76,0.05,2,2,-1,294.0,-1,4338.44,3.32,3,40450,2,2361,0
45,834,3,1,2,7,3,-1,1298246400,2,-1,1308096000,1317168000,1317168000,2,3,45,133,28,2,17,6,30,2389,47588.88,19.92,0.66,20,1,-1,277.0,-1,18495.9,78.52,3,38920,2,2376,1
45,843,3,1,2,7,3,-1,1307318400,2,-1,1320278400,1317168000,1317168000,2,3,45,133,28,2,17,6,30,90932,1811365.44,19.92,0.66,20,1,-1,10428.0,-1,18495.9,2988.75,3,40720,2,2378,1
52,1116,4,1,2,7,2,-1,1315699200,2,-1,1326931200,1320364800,1320364800,2,3,45,106,33,2,39,6,30,10015,89834.55,8.97,0.3,20,1,-1,819.0,-1,2882.6,148.23,3,40741,2,2400,0
138,1113,24,1,2,7,1,-1,1307923200,2,-1,1320019200,1330387200,1330387200,2,3,45,30,18,2,8,3,30,38760,248839.2,6.42,0.21,20,1,-1,2169.0,-1,985.0,410.58,3,40020,2,2404,1
71,859,5,1,2,7,2,-1,1313971200,2,-1,1325116800,1321315200,1321315200,2,2,45,127,2,2,1,2,240,2374,4629.3,1.95,0.01,2,1,-1,888.0,-1,4417.96,7.64,3,40522,2,2413,1
55,840,14,1,2,7,2,-1,1295827200,2,-1,1323907200,1323820800,1323820800,2,2,45,127,2,2,1,2,240,10070,19636.5,1.95,0.01,2,1,-1,3787.0,-1,2451.86,32.4,3,38640,2,2415,1
52,1230,4,1,2,7,2,-1,1312243200,2,-1,1324944000,1322438400,1322438400,2,3,45,12,11,2,6,6,60,85000,702100.0,8.26,0.14,63,1,-1,8296.0,-1,9978.08,1158.46,3,40290,2,2424,1
52,1116,4,1,2,7,2,-1,1315699200,2,-1,1326931200,1322438400,1322438400,2,3,45,106,33,2,39,6,30,50000,448500.0,8.97,0.3,20,1,-1,4155.0,-1,6968.97,740.02,3,40742,2,2433,0
67,1117,17,1,2,7,2,-1,1317772800,2,-1,1326067200,1322697600,1322697600,2,3,45,54,34,2,26,6,60,35000,385000.0,11.0,0.18,20,2,-1,1051.0,-1,39130.38,635.25,3,40911,2,2435,1
67,1117,17,1,2,7,2,-1,1317772800,2,-1,1326067200,1322697600,1322697600,2,3,45,8,2,2,4,3,60,4466,11522.28,2.58,0.04,34,2,-1,1051.0,-1,39130.38,19.01,3,40911,2,2435,0
63,1118,6,1,2,7,1,-1,1320019200,2,-1,1323043200,1321747200,1321747200,2,2,45,146,24,2,30,5,240,580,7250.0,12.5,0.05,2,1,-1,214.0,-1,2057.2,10.16,3,41050,2,2438,1
62,852,1,1,2,7,2,-1,1314576000,2,-1,1330646400,1323043200,1323043200,2,3,45,27,7,2,10,3,30,20076,84720.72,4.22,0.14,34,1,-1,1223.0,-1,3526.27,139.79,3,40821,2,2448,0
62,839,1,1,2,7,1,-1,1304380800,2,-1,1325203200,1323043200,1323043200,2,3,45,27,7,2,10,3,30,7132,30097.04,4.22,0.14,34,1,-1,434.0,-1,3526.27,49.66,3,40120,2,2449,0
45,843,3,1,2,7,3,-1,1307318400,2,-1,1324339200,1324166400,1324166400,2,3,45,30,18,2,8,3,30,361,2317.62,6.42,0.21,20,1,-1,40.0,-1,15322.73,3.82,3,40727,2,2450,0
45,851,3,1,2,7,3,-1,1314576000,2,-1,1330646400,1324166400,1324166400,2,3,45,8,2,2,4,3,60,85722,221162.76,2.58,0.04,34,2,-1,9746.0,-1,15322.73,364.92,3,40654,2,2462,0
45,851,3,1,2,7,3,-1,1314576000,2,-1,1331856000,1324166400,1324166400,2,3,45,54,34,2,26,6,60,99974,1121708.28,11.22,0.19,10,2,-1,20845.0,-1,15322.73,1850.82,3,40661,2,2465,0
53,1032,7,1,2,7,1,-1,1305072000,2,-1,1327968000,1326758400,1326758400,2,3,45,27,7,2,10,3,30,33600,141792.0,4.22,0.14,34,1,-1,2047.0,-1,20746.03,233.96,3,39744,2,2470,0
79,1231,11,1,2,7,1,-1,1319673600,2,-1,1327622400,1326844800,1326844800,2,2,45,118,6,2,1,5,240,369,774.9,2.1,0.01,2,1,-1,103.0,-1,2270.54,1.09,3,41020,2,2482,1
67,1036,17,1,2,7,2,-1,1317772800,2,-1,1329350400,1328227200,1328227200,2,3,45,12,11,2,6,6,60,18528,153041.28,8.26,0.14,2,1,-1,1713.0,-1,15672.8,252.52,3,40930,2,2489,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,12,11,2,6,6,60,20,165.2,8.26,0.14,2,2,-1,28.0,-1,456.17,0.23,3,41130,2,2492,0
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,54,34,2,26,6,60,89,979.0,11.0,0.18,20,2,-1,28.0,-1,456.17,1.37,3,41130,2,2492,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,136,8,2,5,3,120,11,371.14,33.74,0.28,2,2,-1,28.0,-1,456.17,0.52,3,41130,2,2492,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,27,7,2,10,3,30,42,173.04,4.12,0.14,34,2,-1,46.0,-1,456.17,0.24,3,41131,2,2493,0
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,136,8,2,5,3,120,23,776.02,33.74,0.28,2,2,-1,55.0,-1,912.36,1.09,3,41133,2,2495,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,8,2,2,4,3,60,18,46.44,2.58,0.04,34,2,-1,55.0,-1,912.36,0.07,3,41133,2,2495,0
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,8,2,2,4,3,60,21,54.18,2.58,0.04,34,2,-1,13.0,-1,912.36,0.08,3,41135,2,2497,0
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1329177600,1329177600,2,3,45,27,7,2,10,3,30,560,2307.2,4.12,0.14,34,2,1,-1.0,2,-1.0,3.23,3,41137,2,2499,0
65,856,33,1,2,7,1,-1,1321833600,2,-1,1328832000,1329177600,1329177600,2,3,45,58,24,2,8,3,60,147,2150.61,14.63,0.24,20,2,-1,308.0,-1,1824.72,3.02,3,41138,2,2500,0
79,1038,11,1,2,7,1,-1,1319673600,2,-1,1333065600,1328313600,1328313600,2,3,45,73,5,2,24,4,60,12,15.84,1.32,0.02,2,2,-1,171.0,-1,2522.76,0.02,3,41000,2,2503,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1333411200,1333411200,2,3,45,22,6,2,8,3,60,166,1165.32,7.02,0.12,32,2,-1,81.0,-1,1535.56,1.63,3,41140,2,2504,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1331683200,1331683200,2,3,45,22,6,2,8,3,60,720,5054.4,7.02,0.12,32,2,-1,220.0,-1,2110.2,7.09,3,41141,2,2505,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1331683200,1331683200,2,2,45,127,2,2,1,2,240,291,567.45,1.95,0.01,2,2,-1,125.0,-1,1554.64,0.8,3,41144,2,2508,1
65,856,33,1,2,7,1,-1,1321833600,2,-1,1331856000,1331683200,1331683200,2,3,45,108,57,2,41,6,30,36,218.88,6.08,0.2,20,2,-1,125.0,-1,1554.64,0.31,3,41144,2,2508,1
52,857,4,1,2,7,2,-1,1311638400,2,-1,1330387200,1329436800,1329436800,2,3,45,22,6,2,8,3,60,20513,144001.26,7.02,0.12,32,2,-1,3898.0,-1,11292.05,237.6,3,40270,2,2513,1
52,849,4,1,2,7,2,-1,1311638400,2,-1,1330473600,1329436800,1329436800,2,2,45,127,2,2,1,2,240,40126,78245.7,1.95,0.01,2,1,-1,12360.0,-1,11292.05,129.11,3,40240,2,2515,1
53,1039,7,1,2,7,1,-1,1324339200,2,-1,1333065600,1329091200,1329091200,2,3,45,105,38,2,36,6,60,432,1274.4,2.95,0.05,34,2,-1,37.0,-1,1221.01,1.79,3,41320,2,2521,1
53,1032,7,1,2,7,1,-1,1305072000,2,-1,1331769600,1331510400,1331510400,2,3,45,59,5,2,12,4,60,270,372.6,1.38,0.02,2,1,-1,16.0,-1,1109.0,0.61,3,39740,2,2534,1
71,854,5,1,2,7,2,-1,1313971200,2,-1,1333065600,1329177600,1329177600,2,3,45,12,11,2,6,6,60,233630,1929783.8,8.26,0.14,2,1,-1,21394.0,-1,13590.64,3184.14,3,40612,2,2543,1
67,1036,17,1,2,7,2,-1,1317772800,2,-1,1332115200,1329264000,1329264000,2,3,45,8,2,2,4,3,60,19705,50838.9,2.58,0.04,34,1,-1,1095.0,-1,4405.24,83.88,3,40940,2,2547,0
45,860,3,1,2,7,3,-1,1323302400,2,-1,1340150400,1329350400,1329350400,2,3,45,108,57,2,41,6,30,27574,167649.92,6.08,0.2,20,1,-1,2376.0,-1,25231.96,235.05,3,41450,2,2565,1
45,860,3,1,2,7,3,-1,1323302400,2,-1,1340150400,1329350400,1329350400,2,3,45,8,2,2,4,3,60,98645,254504.1,2.58,0.04,2,2,-1,18672.0,-1,25231.96,356.81,3,41266,2,2568,0
71,1232,5,1,2,7,1,-1,1328140800,2,-1,1333065600,1331078400,1331078400,1,1,45,10,9,6,-1,1,20,5000,160000.0,32.0,1.6,8,1,-1,1578.0,-1,8925.0,224.32,3,41460,2,2583,0
55,850,14,1,2,7,2,-1,1312416000,2,-1,1336348800,1337817600,1337817600,2,3,45,44,31,2,21,6,60,25394,136619.72,5.38,0.09,34,2,-1,26760.0,-1,12405.54,225.42,3,40381,2,2590,1
56,867,30,1,2,7,1,-1,1327449600,2,-1,1335398400,1336089600,1336089600,2,3,45,12,11,2,6,6,60,25240,201920.0,8.0,0.13,32,2,-1,5256.0,-1,9506.0,283.09,3,41530,2,2594,0
